GO_term,Term_Name_Clean,Ontology
GO:0007193,Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway,Biological process
GO:0030162,Regulation Of Proteolysis,Biological process
GO:0032728,Positive Regulation Of Interferon-Beta Production,Biological process
GO:0034976,Response To Endoplasmic Reticulum Stress,Biological process
GO:0006694,Steroid Biosynthetic Process,Biological process
GO:0030490,Maturation Of SSU-rRNA,Biological process
GO:0071709,Membrane Assembly,Biological process
GO:0120162,Positive Regulation Of Cold-Induced Thermogenesis,Biological process
GO:0022616,DNA Strand Elongation,Biological process
GO:0006271,DNA Strand Elongation Involved In DNA Replication,Biological process
GO:0051571,Positive Regulation Of Histone H3-K4 Methylation,Biological process
GO:1901663,Quinone Biosynthetic Process,Biological process
GO:1900095,Regulation Of Dosage Compensation By Inactivation Of X Chromosome,Biological process
GO:0019935,Cyclic-Nucleotide-Mediated Signaling,Biological process
GO:0006767,Water-Soluble Vitamin Metabolic Process,Biological process
GO:0003208,Cardiac Ventricle Morphogenesis,Biological process
GO:0030199,Collagen Fibril Organization,Biological process
GO:0061371,Determination Of Heart Left/Right Asymmetry,Biological process
GO:0006919,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,Biological process
GO:0006816,Calcium Ion Transport,Biological process
GO:0045766,Positive Regulation Of Angiogenesis,Biological process
GO:0071880,Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway,Biological process
GO:0048490,Anterograde Synaptic Vesicle Transport,Biological process
GO:0099517,Synaptic Vesicle Transport Along Microtubule,Biological process
GO:0042593,Glucose Homeostasis,Biological process
GO:0046328,Regulation Of JNK Cascade,Biological process
GO:0033993,Response To Lipid,Biological process
GO:0007229,Integrin-Mediated Signaling Pathway,Biological process
GO:1903829,Positive Regulation Of Protein Localization,Biological process
GO:0045667,Regulation Of Osteoblast Differentiation,Biological process
GO:1901021,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity,Biological process
GO:0010557,Positive Regulation Of Macromolecule Biosynthetic Process,Biological process
GO:1902455,Negative Regulation Of Stem Cell Population Maintenance,Biological process
GO:0006006,Glucose Metabolic Process,Biological process
GO:0000281,Mitotic Cytokinesis,Biological process
GO:0030336,Negative Regulation Of Cell Migration,Biological process
GO:0030890,Positive Regulation Of B Cell Proliferation,Biological process
GO:1901385,Regulation Of Voltage-Gated Calcium Channel Activity,Biological process
GO:0010556,Regulation Of Macromolecule Biosynthetic Process,Biological process
GO:0090101,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,Biological process
GO:0031327,Negative Regulation Of Cellular Biosynthetic Process,Biological process
GO:0071805,Potassium Ion Transmembrane Transport,Biological process
GO:0007178,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,Biological process
GO:0060562,Epithelial Tube Morphogenesis,Biological process
GO:0050804,Modulation Of Chemical Synaptic Transmission,Biological process
GO:0002323,Natural Killer Cell Activation Involved In Immune Response,Biological process
GO:2000463,Positive Regulation Of Excitatory Postsynaptic Potential,Biological process
GO:0099623,Regulation Of Cardiac Muscle Cell Membrane Repolarization,Biological process
GO:1902075,Cellular Response To Salt,Biological process
GO:0043330,Response To Exogenous dsRNA,Biological process
GO:2000736,Regulation Of Stem Cell Differentiation,Biological process
GO:0051972,Regulation Of Telomerase Activity,Biological process
GO:0003180,Aortic Valve Morphogenesis,Biological process
GO:0045005,DNA-templated DNA Replication Maintenance Of Fidelity,Biological process
GO:0016239,Positive Regulation Of Macroautophagy,Biological process
GO:0048565,Digestive Tract Development,Biological process
GO:0009584,Detection Of Visible Light,Biological process
GO:0015919,Peroxisomal Membrane Transport,Biological process
GO:0036003,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress,Biological process
GO:0090043,Regulation Of Tubulin Deacetylation,Biological process
GO:0086005,Ventricular Cardiac Muscle Cell Action Potential,Biological process
GO:2001235,Positive Regulation Of Apoptotic Signaling Pathway,Biological process
GO:0055092,Sterol Homeostasis,Biological process
GO:0014074,Response To Purine-Containing Compound,Biological process
GO:0007043,Cell-Cell Junction Assembly,Biological process
GO:0002237,Response To Molecule Of Bacterial Origin,Biological process
GO:0031325,Positive Regulation Of Cellular Metabolic Process,Biological process
GO:0036092,Phosphatidylinositol-3-Phosphate Biosynthetic Process,Biological process
GO:0098911,Regulation Of Ventricular Cardiac Muscle Cell Action Potential,Biological process
GO:0048384,Retinoic Acid Receptor Signaling Pathway,Biological process
GO:0051603,Proteolysis Involved In Protein Catabolic Process,Biological process
GO:0045088,Regulation Of Innate Immune Response,Biological process
GO:0035518,Histone H2A Monoubiquitination,Biological process
GO:0086013,Membrane Repolarization During Cardiac Muscle Cell Action Potential,Biological process
GO:0051349,Positive Regulation Of Lyase Activity,Biological process
GO:1904874,Positive Regulation Of Telomerase RNA Localization To Cajal Body,Biological process
GO:0035994,Response To Muscle Stretch,Biological process
GO:0006743,Ubiquinone Metabolic Process,Biological process
GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity,Biological process
GO:0032770,Positive Regulation Of Monooxygenase Activity,Biological process
GO:0010833,Telomere Maintenance Via Telomere Lengthening,Biological process
GO:0098656,Monoatomic Anion Transmembrane Transport,Biological process
GO:0097191,Extrinsic Apoptotic Signaling Pathway,Biological process
GO:0009893,Positive Regulation Of Metabolic Process,Biological process
GO:0044843,Cell Cycle G1/S Phase Transition,Biological process
GO:0006278,RNA-templated DNA Biosynthetic Process,Biological process
GO:0006783,Heme Biosynthetic Process,Biological process
GO:0031062,Positive Regulation Of Histone Methylation,Biological process
GO:0007004,Telomere Maintenance Via Telomerase,Biological process
GO:0045787,Positive Regulation Of Cell Cycle,Biological process
GO:0010543,Regulation Of Platelet Activation,Biological process
GO:0010942,Positive Regulation Of Cell Death,Biological process
GO:0032648,Regulation Of Interferon-Beta Production,Biological process
GO:0008033,tRNA Processing,Biological process
GO:0071260,Cellular Response To Mechanical Stimulus,Biological process
GO:0043524,Negative Regulation Of Neuron Apoptotic Process,Biological process
GO:0000462,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological process
GO:0043266,Regulation Of Potassium Ion Transport,Biological process
GO:0043536,Positive Regulation Of Blood Vessel Endothelial Cell Migration,Biological process
GO:0016925,Protein Sumoylation,Biological process
GO:0006900,Vesicle Budding From Membrane,Biological process
GO:1904018,Positive Regulation Of Vasculature Development,Biological process
GO:0042632,Cholesterol Homeostasis,Biological process
GO:0010507,Negative Regulation Of Autophagy,Biological process
GO:0070374,Positive Regulation Of ERK1 And ERK2 Cascade,Biological process
GO:0048754,Branching Morphogenesis Of An Epithelial Tube,Biological process
GO:0042149,Cellular Response To Glucose Starvation,Biological process
GO:1901617,Organic Hydroxy Compound Biosynthetic Process,Biological process
GO:0032088,Negative Regulation Of NF-kappaB Transcription Factor Activity,Biological process
GO:1904646,Cellular Response To Amyloid-Beta,Biological process
GO:1903522,Regulation Of Blood Circulation,Biological process
GO:0003176,Aortic Valve Development,Biological process
GO:0022408,Negative Regulation Of Cell-Cell Adhesion,Biological process
GO:1902808,Positive Regulation Of Cell Cycle G1/S Phase Transition,Biological process
GO:0043270,Positive Regulation Of Monoatomic Ion Transport,Biological process
GO:0071248,Cellular Response To Metal Ion,Biological process
GO:0097746,Blood Vessel Diameter Maintenance,Biological process
GO:0009063,Amino Acid Catabolic Process,Biological process
GO:1904036,Negative Regulation Of Epithelial Cell Apoptotic Process,Biological process
GO:0042306,Regulation Of Protein Import Into Nucleus,Biological process
GO:0010594,Regulation Of Endothelial Cell Migration,Biological process
GO:1902893,Regulation Of miRNA Transcription,Biological process
GO:2001237,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway,Biological process
GO:0031326,Regulation Of Cellular Biosynthetic Process,Biological process
GO:0007423,Sensory Organ Development,Biological process
GO:0055074,Calcium Ion Homeostasis,Biological process
GO:0051129,Negative Regulation Of Cellular Component Organization,Biological process
GO:1905477,Positive Regulation Of Protein Localization To Membrane,Biological process
GO:0032868,Response To Insulin,Biological process
GO:0006270,DNA Replication Initiation,Biological process
GO:0006779,Porphyrin-Containing Compound Biosynthetic Process,Biological process
GO:0090090,Negative Regulation Of Canonical Wnt Signaling Pathway,Biological process
GO:0051897,Positive Regulation Of Protein Kinase B Signaling,Biological process
GO:0009152,Purine Ribonucleotide Biosynthetic Process,Biological process
GO:0045859,Regulation Of Protein Kinase Activity,Biological process
GO:0031398,Positive Regulation Of Protein Ubiquitination,Biological process
GO:0045598,Regulation Of Fat Cell Differentiation,Biological process
GO:0198738,Cell-Cell Signaling By Wnt,Biological process
GO:0003197,Endocardial Cushion Development,Biological process
GO:0061008,Hepaticobiliary System Development,Biological process
GO:0002285,Lymphocyte Activation Involved In Immune Response,Biological process
GO:0046605,Regulation Of Centrosome Cycle,Biological process
GO:0032874,Positive Regulation Of Stress-Activated MAPK Cascade,Biological process
GO:0031623,Receptor Internalization,Biological process
GO:0060548,Negative Regulation Of Cell Death,Biological process
GO:0042325,Regulation Of Phosphorylation,Biological process
GO:0006814,Sodium Ion Transport,Biological process
GO:0006635,Fatty Acid Beta-Oxidation,Biological process
GO:0006631,Fatty Acid Metabolic Process,Biological process
GO:0071560,Cellular Response To Transforming Growth Factor Beta Stimulus,Biological process
GO:0006406,mRNA Export From Nucleus,Biological process
GO:0033673,Negative Regulation Of Kinase Activity,Biological process
GO:0003161,Cardiac Conduction System Development,Biological process
GO:1901796,Regulation Of Signal Transduction By P53 Class Mediator,Biological process
GO:0010243,Response To Organonitrogen Compound,Biological process
GO:1902652,Secondary Alcohol Metabolic Process,Biological process
GO:0071901,Negative Regulation Of Protein Serine/Threonine Kinase Activity,Biological process
GO:0032465,Regulation Of Cytokinesis,Biological process
GO:0006397,mRNA Processing,Biological process
GO:0030101,Natural Killer Cell Activation,Biological process
GO:0002286,T Cell Activation Involved In Immune Response,Biological process
GO:0048013,Ephrin Receptor Signaling Pathway,Biological process
GO:0070169,Positive Regulation Of Biomineral Tissue Development,Biological process
GO:0016558,Protein Import Into Peroxisome Matrix,Biological process
GO:1901606,Alpha-Amino Acid Catabolic Process,Biological process
GO:0035633,Maintenance Of Blood-Brain Barrier,Biological process
GO:0002009,Morphogenesis Of An Epithelium,Biological process
GO:1901362,Organic Cyclic Compound Biosynthetic Process,Biological process
GO:0034765,Regulation Of Monoatomic Ion Transmembrane Transport,Biological process
GO:0006942,Regulation Of Striated Muscle Contraction,Biological process
GO:0006303,Double-Strand Break Repair Via Nonhomologous End Joining,Biological process
GO:0150063,Visual System Development,Biological process
GO:1901214,Regulation Of Neuron Death,Biological process
GO:0050764,Regulation Of Phagocytosis,Biological process
GO:0071358,Cellular Response To Type III Interferon,Biological process
GO:0034058,Endosomal Vesicle Fusion,Biological process
GO:0044154,Histone H3-K14 Acetylation,Biological process
