eps,min_samples,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
0.4667,20,1,0,0.0,,,
0.4667,30,1,0,0.0,,,
0.4667,40,1,0,0.0,,,
0.4667,50,1,0,0.0,,,
0.4667,60,1,0,0.0,,,
0.4667,70,1,0,0.0,,,
0.4667,80,1,0,0.0,,,
0.4667,90,1,0,0.0,,,
0.4667,100,1,0,0.0,,,
0.4667,150,1,0,0.0,,,
0.4667,200,1,0,0.0,,,
0.5333,2,1,0,0.0,,,
0.5333,4,1,0,0.0,,,
0.5333,6,1,0,0.0,,,
0.5333,8,1,0,0.0,,,
0.5333,10,1,0,0.0,,,
0.5333,12,1,0,0.0,,,
0.5333,14,1,0,0.0,,,
0.5333,16,1,0,0.0,,,
0.5333,18,1,0,0.0,,,
0.5333,20,1,0,0.0,,,
0.5333,30,1,0,0.0,,,
0.5333,40,1,0,0.0,,,
0.5333,50,1,0,0.0,,,
0.5333,60,1,0,0.0,,,
0.5333,70,1,0,0.0,,,
0.5333,80,1,0,0.0,,,
0.5333,90,1,0,0.0,,,
0.5333,100,1,0,0.0,,,
0.5333,150,1,0,0.0,,,
0.5333,200,1,0,0.0,,,
0.6,2,1,0,0.0,,,
0.6,4,1,0,0.0,,,
0.6,6,1,0,0.0,,,
0.6,8,1,0,0.0,,,
0.6,10,1,0,0.0,,,
0.6,12,1,0,0.0,,,
0.6,14,1,0,0.0,,,
0.6,16,1,0,0.0,,,
0.6,18,1,0,0.0,,,
0.6,20,1,0,0.0,,,
0.6,30,1,0,0.0,,,
0.6,40,1,0,0.0,,,
0.6,50,1,0,0.0,,,
0.6,60,1,0,0.0,,,
0.6,70,1,0,0.0,,,
0.6,80,1,0,0.0,,,
0.6,90,1,0,0.0,,,
0.6,100,1,0,0.0,,,
0.6,150,1,0,0.0,,,
0.6,200,1,0,0.0,,,
0.6667,2,1,0,0.0,,,
0.6667,4,1,0,0.0,,,
0.6667,6,1,0,0.0,,,
0.6667,8,1,0,0.0,,,
0.6667,10,1,0,0.0,,,
0.6667,12,1,0,0.0,,,
0.6667,14,1,0,0.0,,,
0.6667,16,1,0,0.0,,,
0.6667,18,1,0,0.0,,,
0.6667,20,1,0,0.0,,,
0.6667,30,1,0,0.0,,,
0.6667,40,1,0,0.0,,,
0.6667,50,1,0,0.0,,,
0.6667,60,1,0,0.0,,,
0.6667,70,1,0,0.0,,,
0.6667,80,1,0,0.0,,,
0.6667,90,1,0,0.0,,,
0.6667,100,1,0,0.0,,,
0.6667,150,1,0,0.0,,,
0.6667,200,1,0,0.0,,,
0.7333,2,1,0,0.0,,,
0.7333,4,1,0,0.0,,,
0.7333,6,1,0,0.0,,,
0.7333,8,1,0,0.0,,,
0.7333,10,1,0,0.0,,,
0.7333,12,1,0,0.0,,,
0.7333,14,1,0,0.0,,,
0.7333,16,1,0,0.0,,,
0.7333,18,1,0,0.0,,,
0.7333,20,1,0,0.0,,,
0.7333,30,1,0,0.0,,,
0.7333,40,1,0,0.0,,,
0.7333,50,1,0,0.0,,,
0.7333,60,1,0,0.0,,,
0.7333,70,1,0,0.0,,,
0.7333,80,1,0,0.0,,,
0.7333,90,1,0,0.0,,,
0.7333,100,1,0,0.0,,,
0.7333,150,1,0,0.0,,,
0.7333,200,1,0,0.0,,,
0.8,2,1,0,0.0,,,
0.8,4,1,0,0.0,,,
0.8,6,1,0,0.0,,,
0.8,8,1,0,0.0,,,
0.8,10,1,0,0.0,,,
0.8,12,1,0,0.0,,,
0.8,14,1,0,0.0,,,
0.8,16,1,0,0.0,,,
0.8,18,1,0,0.0,,,
0.8,20,1,0,0.0,,,
0.8,30,1,0,0.0,,,
0.8,40,1,0,0.0,,,
0.8,50,1,0,0.0,,,
0.8,60,1,0,0.0,,,
0.8,70,1,0,0.0,,,
0.8,80,1,0,0.0,,,
0.8,90,1,0,0.0,,,
0.8,100,1,0,0.0,,,
0.8,150,1,0,0.0,,,
0.8,200,1,0,0.0,,,
0.975,2,1,0,0.0,,,
0.975,4,1,0,0.0,,,
0.975,6,1,0,0.0,,,
0.975,8,1,0,0.0,,,
0.975,10,1,0,0.0,,,
0.975,12,1,0,0.0,,,
0.975,14,1,0,0.0,,,
0.975,16,1,0,0.0,,,
0.975,18,1,0,0.0,,,
0.975,20,1,0,0.0,,,
0.975,30,1,0,0.0,,,
0.975,40,1,0,0.0,,,
0.975,50,1,0,0.0,,,
0.975,60,1,0,0.0,,,
0.975,70,1,0,0.0,,,
0.975,80,1,0,0.0,,,
0.975,90,1,0,0.0,,,
0.975,100,1,0,0.0,,,
0.975,150,1,0,0.0,,,
0.975,200,1,0,0.0,,,
1.15,2,1,0,0.0,,,
1.15,4,1,0,0.0,,,
1.15,6,1,0,0.0,,,
1.15,8,1,0,0.0,,,
1.15,10,1,0,0.0,,,
1.15,12,1,0,0.0,,,
1.15,14,1,0,0.0,,,
1.15,16,1,0,0.0,,,
1.15,18,1,0,0.0,,,
1.15,20,1,0,0.0,,,
1.15,30,1,0,0.0,,,
1.15,40,1,0,0.0,,,
1.15,50,1,0,0.0,,,
1.15,60,1,0,0.0,,,
1.15,70,1,0,0.0,,,
1.15,80,1,0,0.0,,,
1.15,90,1,0,0.0,,,
1.15,100,1,0,0.0,,,
1.15,150,1,0,0.0,,,
1.15,200,1,0,0.0,,,
1.325,2,1,0,0.0,,,
1.325,4,1,0,0.0,,,
1.325,6,1,0,0.0,,,
1.325,8,1,0,0.0,,,
1.325,10,1,0,0.0,,,
1.325,12,1,0,0.0,,,
1.325,14,1,0,0.0,,,
1.325,16,1,0,0.0,,,
1.325,18,1,0,0.0,,,
1.325,20,1,0,0.0,,,
1.325,30,1,0,0.0,,,
1.325,40,1,0,0.0,,,
1.325,50,1,0,0.0,,,
1.325,60,1,0,0.0,,,
1.325,70,1,0,0.0,,,
1.325,80,1,0,0.0,,,
1.325,90,1,0,0.0,,,
1.325,100,1,0,0.0,,,
1.325,150,1,0,0.0,,,
1.325,200,1,0,0.0,,,
1.5,2,1,0,0.0,,,
1.5,4,1,0,0.0,,,
1.5,6,1,0,0.0,,,
1.5,8,1,0,0.0,,,
1.5,10,1,0,0.0,,,
1.5,12,1,0,0.0,,,
1.5,14,1,0,0.0,,,
1.5,16,1,0,0.0,,,
1.5,18,1,0,0.0,,,
1.5,20,1,0,0.0,,,
1.5,30,1,0,0.0,,,
1.5,40,1,0,0.0,,,
1.5,50,1,0,0.0,,,
1.5,60,1,0,0.0,,,
1.5,70,1,0,0.0,,,
1.5,80,1,0,0.0,,,
1.5,90,1,0,0.0,,,
1.5,100,1,0,0.0,,,
1.5,150,1,0,0.0,,,
1.5,200,1,0,0.0,,,
0.001,70,0,5390,100.0,,,
0.001,80,0,5390,100.0,,,
0.001,90,0,5390,100.0,,,
0.001,100,0,5390,100.0,,,
0.001,150,0,5390,100.0,,,
0.001,200,0,5390,100.0,,,
0.0064,200,0,5390,100.0,,,
0.0119,200,0,5390,100.0,,,
